0.59	0.26	3.52	0.48	0.6
0.93	1.12	2.11	1.11	0.96
1.75	1.9	1.6	1.75	1.65
0.52	0.6	0.87	0.49	0.74
0.77	0.65	0.35	0.36	0.6
0.4	0.34	0.77	0.75	0.59
1.09	1.8	1.42	2.74	2.67
1.12	1.54	0.89	0.82	1.37
0.73	0.33	0.5	1.4	0.51
1.36	1.67	1.32	0.8	1.77
0.62	1.1	2.42	0.73	0.53
1.05	0.53	0.89	0.63	0.59
0.35	0.75	3.17	6.48	0.48
1.59	1.22	0.13	0.77	1.8
0.88	0.68	3.44	6.89	1.04
1.94	0.81	2.8	1.78	1.53
0.67	1.07	1.01	0.73	1.28
1.49	1.49	2.36	2.35	2.82
1.93	2.82	1.3	0.72	1.81
0.85	0.74	3.99	3.29	1.67
1.38	1.61	3.63	2.12	0.77
0.33	0.36	0.6	0.24	0.35
0.46	0.73	0.73	0.26	0.49
1.02	0.3	5.75	8.17	1.15
0.13	0.24	0.11	0.06	0.32
1.71	2.26	1.02	1.05	0.82
0.83	3.89	11.5	5.91	3.34
1.24	1.47	2.59	2.22	1.85
1.08	2.45	1.39	1	1.18
1.14	1.08	1.37	0.81	1.83
1.36	1.9	1.36	0.48	1.12
0.7	1.4	1	0.53	1.04
1.8	2.72	7.82	1.64	3.91
1.43	3.1	2.63	0.94	1.71
2.76	1.51	2.62	1.31	1.42
1.3	1.73	1.27	1.33	1.41
1.13	1.03	0.7	1.08	1.32
0.99	0.45	1.83	0.39	0.53
1.64	0.52	2.23	3.26	1.73
1.02	0.98	0.63	0.49	0.93
0.09	0.15	0.24	0.03	0.48
0.62	0.66	1.9	0.88	1.1
1.26	1.28	1.76	0.94	1.09
1.97	1.92	2.44	1.24	2.22
1.44	1.32	1.01	1.93	1.59
2.11	2.07	14.76	4.77	5.96
1.79	1.37	0.64	0.74	1.04
1.48	1.06	1.09	0.87	1.37
0.6	0.67	0.46	1.38	0.8
1.16	1.3	0.69	0.68	0.64
1.12	3.06	1.12	0.4	1.76
1.01	0.47	1.13	0.62	0.6
1.23	0.97	1.92	2.06	1.41
0.97	0.91	1.26	0.47	0.89
0.2	0.19	0.05	0.03	0.19
0.49	0.72	0.66	0.64	0.63
0.48	0.57	0.44	0.47	1.24
1.12	1.63	0.59	0.36	1.27
0.47	1.39	0.86	0.25	1.13
0.93	1.71	0.46	0.45	1.38
1.43	1.81	1.5	1.18	1.63
0.94	0.88	2.31	1.46	1.2
0.88	1.48	0.92	0.77	1.21
2.88	2.87	1.97	2.16	1.53
1.65	2.02	1.99	1.45	1.79
1.19	1.37	2.11	1.23	1.02
3.41	1.38	2.17	1.34	0.95
0.59	0.67	1.73	0.99	1.14
1.59	0.99	0.99	0.85	1.14
0.59	0.53	0.81	0.68	0.91
0.96	0.56	2.76	1.21	1.19
1.59	2.61	0.86	0.6	1.37
1.23	0.6	0.73	0.66	0.52
1.2	1.78	2.55	1.31	1.12
1.61	3.17	1.86	0.8	0.89
1.35	1.31	1.37	0.83	1.32
0.74	0.63	0.9	0.84	1.1
1.25	1.99	0.66	0.31	1
2.49	0.34	7.53	2.06	1.94
1.49	2.13	3.39	4.2	1.33
1.1	1.16	2.13	0.48	1.15
0.82	0.95	0.6	0.54	0.87
0.76	0.69	0.96	0.76	1.22
0.63	0.92	0.34	0.17	0.92
1.43	3.4	6.62	2.07	4.35
1.88	2.77	4.78	2.11	2.6
2.12	1.32	1.37	0.61	1.21
0.45	0.46	2.61	0.92	1.14
0.68	0.39	1.52	1.59	0.48
1.8	3.01	3.43	0.76	1.85
1.3	1.61	1.51	1.34	1.7
1	0.56	0.86	1.17	1.41
0.77	1.02	0.44	0.13	0.52
0.99	0.97	1.9	0.8	1.64
2.02	1.06	1.15	1.49	0.93
2.51	1.31	4.12	1.15	2.66
0.79	0.43	1.37	2.94	0.8
0.59	0.77	0.57	0.68	0.48
2.16	0.99	1.5	2.76	1.66
0.63	0.83	0.89	1.16	0.53
1.75	0.78	3.31	1.13	0.81
1.14	1.14	0.52	0.93	1.04
1.72	1.73	1.81	1.18	1.49
0.76	0.74	0.86	0.84	0.99
1.35	2.04	1.38	5.74	1.6
1.19	0.36	0.7	2.87	1.17
0.91	1.82	3.12	1.89	1.58
1.05	1.23	2.87	1.27	2
1	2.1	2.1	1.22	1.47
1.22	2.32	1.23	0.52	0.85
1.94	0.41	1.09	1.43	0.97
0.88	1.46	0.71	0.44	0.98
0.31	0.51	0.51	0.16	0.44
0.6	0.78	1.06	0.76	0.72
0.36	0.61	0.28	0.4	0.48
0.26	0.72	0.56	1.34	0.75
0.88	0.9	2.08	1.98	1.43
0.69	2.05	1.55	0.81	1.61
1.39	2.42	1.33	0.24	0.98
2.25	4.7	1.06	0.96	1.42
1.25	1.03	1.92	1.16	1.8
0.09	0.14	0.1	0.04	0.36
3.22	9.03	1.79	0.17	0.78
1.82	0.97	2	1.14	2.35
1.2	2.36	2.29	0.92	1.59
0.72	0.8	1.04	0.36	1.29
1.89	1.38	1.53	0.77	1.46
0.87	0.96	0.75	0.64	1
1.35	1.51	2.7	2.25	1.38
1.1	1.41	1.05	0.35	0.61
1.51	1.37	1.47	0.67	1.97
5.34	20.72	17.74	3.79	7.27
1.43	3.91	2.99	0.9	2.32
0.44	1.39	0.83	0.33	1.19
0.86	0.95	1.96	0.79	1.38
1.74	4.84	1.52	0.57	1.39
4.29	4.85	17.23	5.81	4.55
0.79	1.05	1.67	1.06	0.87
1.57	1.6	4.49	3.98	4.41
1.37	1.12	1.85	1.42	2.62
0.11	0.32	0.56	1.19	0.41
0.34	0.45	1.05	0.21	1.24
1.05	1.29	1.96	3.44	2.4
3.63	3.54	4.07	5.16	3.04
1.46	0.84	1.74	1.23	1.55
2.06	1.88	3.13	0.98	1.89
1.26	1.29	1.86	1.66	1.32
0.7	0.61	0.61	0.7	0.85
0.57	1.1	0.92	0.52	1.19
0.59	1.14	0.36	0.6	1.22
5.83	7.73	8.98	21	2.37
1.66	3.15	1.33	2.62	3.16
0.78	0.45	1.18	0.55	0.55
2.46	5.93	4.98	2.43	1.58
1.08	0.81	1.58	0.38	0.94
0.95	2.06	1.23	0.95	1.09
1.36	1.85	1.03	0.6	1.09
0.92	1.16	1.99	0.64	1.98
1.69	1	2.26	0.69	1.32
1.46	0.71	2.62	0.57	1.58
1.01	1.1	0.84	0.43	1.73
0.63	1.4	1.1	0.58	1.17
1.26	0.62	1.58	1.78	0.81
0.92	0.59	0.65	0.74	0.7
1.03	0.82	2.97	0.89	1.42
0.55	1.92	3.13	1.36	1.19
0.62	1.08	0.66	0.46	0.99
1.14	1.26	0.72	0.43	1.29
0.69	1.18	0.42	0.29	1.45
0.41	0.43	0.29	0.1	0.57
1.53	2.28	0.72	0.8	0.92
1.14	1.9	0.37	0.97	0.64
0.76	0.7	0.65	0.87	1
1.4	0.43	2.1	1.42	0.57
0.98	1.39	1.28	1.29	1.61
0.99	1.24	0.89	0.55	0.91
1.01	1.34	1.34	0.6	1.04
1.25	2.34	2.95	1.98	1.41
0.78	1.7	1.47	1.45	0.99
1.54	2.1	1.06	0.76	1.32
1.2	1.68	1.91	1.82	1.2
1.45	1.35	2.05	1.17	1.24
1.24	1.25	2.13	1.58	0.55
1.88	1.06	1.19	0.85	0.97
0.82	0.89	1.12	0.47	1.19
0.7	0.93	4.7	2.55	1.4
2.03	1.37	1.03	0.67	1.52
1.07	0.98	0.94	0.51	0.87
0.85	2.02	1.16	1.49	1.9
1.02	2.2	0.71	0.75	1.12
2.76	6.05	6.96	4.88	1.95
2.27	2.28	1.87	1.02	0.9
1.38	1.02	2.97	0.85	2.45
3.66	3.61	9.4	3.89	2.9
0.85	0.46	0.7	0.34	0.91
0.86	1.1	0.95	0.44	1.23
1.76	0.81	1.81	0.59	3.04
2.02	0.97	3.94	2.51	1.61
1.14	1.23	1.26	0.77	1.42
1.38	1.97	0.68	0.73	1.34
1.07	0.45	2.23	1.6	0.59
1.18	0.84	0.49	0.27	1.09
1.24	2	2.01	0.91	1.99
1.39	1.59	0.66	0.67	1
1.95	1.38	0.77	1.13	0.8
1.14	1.1	1.25	1.73	1.74
0.3	2.03	0.58	0.82	0.73
1.35	1.32	2.79	1.04	1.54
0.98	1.67	0.89	1.3	0.97
1.49	3.24	6.31	1.23	5.14
1.65	0.94	3.48	3.18	1.63
1.26	1.49	0.94	1.24	1.11
0.36	0.51	1.5	0.63	0.98
1.46	0.55	0.9	0.3	0.56
0.48	0.85	0.56	0.48	0.74
1.27	0.43	0.87	1.16	0.65
0.05	0.19	0.33	0.11	0.18
1.9	1.36	2.08	1.49	1.95
0.91	1.17	1.56	0.62	1.36
0.8	0.39	0.99	0.29	0.47
0.74	0.37	0.54	1.43	0.8
1.58	1.04	2.58	2.79	1.64
0.68	1.11	3.09	2.48	1.14
2.49	1.68	1.05	1.32	1.6
0.19	0.43	0.56	0.38	0.39
0.68	0.9	0.81	0.54	0.87
1.69	0.77	3.62	1.13	1.66
1.76	2.43	2.94	1.32	2.22
1.51	2.02	4.32	1.25	243.7
1.86	0.83	1.16	1.01	0.77
1.48	1.25	0.53	0.71	1.04
0.5	0.96	0.84	0.62	0.76
2.06	1.39	3.82	1.82	2.02
0.71	1.37	1.33	1.57	1.21
2.22	1.02	0.61	0.73	1.3
0.72	0.94	1.75	1.75	0.81
1.31	0.92	1.49	0.89	1.1
1.7	2.87	1.76	1.33	0.86
1.63	1.84	1.05	0.85	0.87
2.56	2.71	5.35	3.07	1.64
0.99	1.14	1.32	1.41	1.15
0.64	0.97	0.45	0.65	0.87
0.28	0.33	0.22	0.32	0.54
0.64	1.72	1.26	1.16	1.02
0.62	0.7	2.54	0.43	1.39
0.88	0.66	0.98	1.92	0.96
2.02	0.86	1.07	0.81	1.15
2.03	5.1	2.07	1.97	4.16
0.36	0.75	0.76	1.2	0.74
1.93	1.36	0.88	0.54	0.79
0.84	1.45	0.61	0.55	0.44
0.85	2.37	1.88	2.48	1.06
1.81	1.64	1.16	0.94	0.8
1.05	1.17	1.14	0.58	1.15
1.45	0.95	4.09	1.57	1.16
1.09	2.96	2.89	1.5	0.91
2.96	3.67	2.23	2.44	1.61
0.89	4.18	3.72	1.17	1.82
1.83	3.32	2.82	2.73	1.68
0.4	4.08	2.92	2.08	1.65
2.19	1.75	5.29	3.17	2.46
1.83	2.08	0.66	0.55	0.57
2.92	2.01	1.12	1.66	1.27
1.55	1.29	1.49	0.72	1.72
1.09	3.17	3.2	1.18	4.12
1.01	1.64	1.22	0.33	0.6
1.09	1.68	2.81	1.98	0.84
0.93	0.3	3.78	2.37	1.26
1.73	1.6	1.91	1.17	2.38
0.83	0.73	0.83	0.43	1.65
0.67	0.87	1.14	0.67	1.23
1.69	3.91	2.55	0.92	5.18
0.48	0.46	2.88	1.42	0.87
1.17	2.5	3.73	2.27	1.47
1.52	1.62	5.37	3.01	2.82
1.02	1.7	0.82	0.98	1.79
0.86	0.95	2.13	4.87	1.9
1.47	2.35	2.12	1.17	1.46
1.83	1.51	1.53	0.72	1.27
1.63	2.84	3.65	3.39	2.51
0.91	0.5	2.31	1.13	0.85
1.71	3.17	2.71	1.76	2.15
1.46	1.85	1.42	0.85	1.75
1.71	7.35	2.75	1.67	2.46
1.02	0.91	1.43	0.95	1.69
1.05	1.27	1.52	0.64	2.11
1.04	2.11	2.11	0.99	1.6
1.4	1.04	2.01	1.13	1.85
0.7	0.9	2.01	1.45	1.59
0.7	0.62	0.71	0.21	1.51
0.38	0.57	3.83	1.25	0.96
1.19	1.85	1.13	0.48	0.8
0.71	1.73	2	1.33	1.66
1.06	0.99	2.65	1.52	1.61
1.23	1.21	3.61	1.98	1.8
1.52	1.57	2.55	1	1.11
1.08	0.96	1.69	1.13	1.14
1.47	1.64	4.2	2.8	1.99
0.97	0.58	1.4	2.37	0.93
0.85	0.81	2.29	2.02	1.64
1.14	0.6	1.32	0.83	0.98
0.84	0.67	2.48	3.33	1.38
1.01	1.02	1.01	1.26	1.18
1.15	1.45	1.07	0.59	1.31
1.53	0.52	1.08	1.11	1.16
0.57	1	0.67	0.81	1.1
1.28	1.11	0.69	1.14	0.8
1.76	1.78	3.96	1.97	1.31
0.87	1.03	0.92	0.48	0.81
0.85	0.83	0.69	1.3	1.55
0.68	0.86	1.21	0.69	1.35
1.92	4.68	3.61	0.96	2.36
0.38	0.29	0.39	0.46	0.71
1.8	2.4	3.09	2.85	1.68
1.26	1.33	1.22	0.84	1.57
1.16	1.45	2.71	0.91	1.73
1.27	1.94	1.08	0.69	1.21
1.12	1.29	1.1	1.48	1.05
1.57	1.52	1.33	2.16	1.29
1.25	1.27	1.14	1.94	0.81
1.58	1.69	1.28	2.12	1.23
1.55	3.41	4.65	2.59	3.2
0.89	0.34	0.76	0.72	0.97
1.29	1.19	0.97	0.82	1.21
1.34	0.95	1.29	1.29	1.49
0.96	1.26	1.28	1.58	0.98
2.5	1.18	1.8	1.07	1.73
0.98	1.03	0.77	1.82	0.52
0.47	1.03	1.04	0.75	0.98
1.46	1.47	1.5	1.32	1.67
0.98	1.32	1.09	0.55	1.11
1.8	2.23	2.12	3.11	1.82
0.57	1.28	0.29	0.18	0.87
2.66	2.37	2.35	1.65	2.11
1.02	0.98	1.05	1.39	1.01
0.86	1.69	1.31	0.71	1.4
1.89	1.12	1.41	2.09	1.49
4.14	1.49	1.49	1.14	1.8
0.94	1.32	1.86	1.35	1.7
1.68	1.9	3.62	2.59	1.62
1.45	1.37	2.93	1.65	1.64
1.64	1.36	1.85	0.98	1.24
0.85	0.65	0.63	0.89	0.72
0.99	1.57	0.68	1.13	0.77
1.43	0.58	0.49	0.4	1
4.01	3.63	15.1	9.45	4.64
1.36	1.29	2	0.37	0.78
1.3	0.89	0.78	0.74	0.95
1.37	2.21	1.23	1.79	1.51
0.54	0.56	0.56	0.32	0.76
1.74	0.9	1.44	1.28	1.08
1.7	0.84	4.04	1.37	1.51
2.11	4.2	10.28	6.89	3.91
1.72	1.07	5.79	4.76	0.78
5.59	9.52	19.29	8.02	5.33
1.33	1.21	1.34	0.4	1.56
2.9	4.83	11.34	7.18	4.57
0.43	0.4	0.39	1.41	1.49
1.66	0.67	0.91	0.41	0.83
1.49	1.23	1.83	0.67	2.92
0.83	0.62	2.65	2.85	0.76
1.99	1.52	2	1.13	2.22
2.14	1.5	2.2	2.03	1.09
0.97	0.6	1.72	0.29	0.47
1.07	1.69	1.38	1.19	1.28
0.68	0.97	1.12	0.99	1.54
1.73	15.38	25.92	12.5	5.33
0.36	0.59	1.08	0.65	0.83
1.6	2.45	2.7	1.24	2.16
1.66	1.69	1.07	1.17	0.99
1.71	1.26	2.53	1.66	1.35
0.87	0.96	1.37	1.24	1.03
0.92	0.83	1.01	1.09	1.32
2.73	4.4	4.88	3.76	1.85
1.3	1.5	2.6	2.9	2.31
1.13	0.51	0.28	0.69	0.88
2.67	2.07	0.7	0.54	0.9
1.75	1.47	2.13	1.55	0.95
1.22	0.72	1.3	1.05	1.52
1.84	2.87	1.18	0.83	0.97
0.54	0.85	1.33	0.98	0.99
1.34	1.02	0.15	0.39	0.5
1.22	2.55	4.39	2.94	3.31
1	1.01	1.46	0.95	0.74
1.83	1.12	2.87	1.68	1.07
2.17	0.94	7.42	12.05	1.84
0.82	1.44	6.4	0.67	2.17
0.89	1.37	0.68	1.28	0.75
1.07	1.97	1.41	0.49	0.86
1.09	1	0.95	1.83	1.51
1.86	2.49	2.39	1.72	1.78
1.81	1.52	1.08	0.35	1.11
1.03	0.42	0.96	0.88	0.63
1.95	6.6	1.49	1.2	0.76
0.84	0.72	1.06	1.07	0.83
1.14	0.82	1.88	1.13	1.32
0.99	0.81	2.51	1.38	1.53
1.62	1.94	4.07	2.72	2.11
1.13	0.76	0.54	1.22	0.88
1.45	0.6	2.73	1.11	1.17
1.8	0.76	2.94	2.14	1.14
1.81	1.14	2.59	2.1	2.64
1.48	2.81	1.46	0.58	0.73
0.97	1.31	0.88	0.74	1.9
0.54	2.09	0.75	1.14	1.39
0.55	1.26	0.53	0.41	0.81
0.58	0.56	0.62	0.53	0.56
2.14	1.72	2.59	1.82	2.02
0.48	0.6	0.67	1.62	0.88
2.21	0.92	2.29	4.03	2.6
0.54	0.65	0.96	0.41	0.9
0.86	0.38	1.45	2.31	0.63
0.81	0.65	0.65	1.07	1.4
0.36	1.01	0.95	0.99	0.73
2.37	1.26	4.22	2.33	2.2
0.57	1.88	1.63	1	0.73
0.15	0.2	0.15	0.08	0.35
1.48	0.59	0.73	0.22	0.63
0.46	0.62	0.72	0.78	0.8
1.83	7.43	11.94	1.3	3.32
1.21	0.88	0.74	0.77	1.17
2.14	2.63	5.76	0.94	3.58
1	1.33	1.98	1.58	1.56
0.48	0.4	0.71	0.14	2.57
0.58	0.84	0.95	0.75	2.05
1.39	0.31	1.07	0.58	0.43
0.87	1.53	4.41	1.71	0.94
1.02	0.46	1.11	1.16	1.29
1.04	1.59	3.5	1.78	3.06
1.99	1.48	1.12	0.86	1.44
0.88	1.34	1.58	2.13	0.97
0.77	0.77	0.54	0.76	1.15
0.96	1.95	7.15	4.28	1.58
1.83	1.91	3.7	1.12	1.32
1.18	1.9	3.15	1.38	2.13
0.58	1.19	1.48	1.27	1.46
0.52	0.79	0.31	1.2	1.01
2.06	1.45	1.28	0.86	1.18
1.17	0.88	0.81	0.45	1.28
0.81	1.12	0.63	1.15	0.47
1.31	1.91	1.92	0.97	1.14
1.74	2.11	1.12	0.77	1.7
2.16	2.59	1.62	1.23	0.93
1.51	0.61	1.97	2.17	1.36
0.95	0.88	1.94	0.55	0.77
0.79	3.31	1.93	1.5	2.43
0.71	1.44	1.85	1.09	1.14
1.93	0.75	2.62	0.69	1.24
1.42	0.4	1.35	0.96	1.41
1.56	2.26	2.2	1.67	1.43
2.04	0.87	1.27	0.62	1.81
0.91	0.63	1.21	1.45	1.07
1.3	0.93	3.53	3.53	1.08
0.89	0.86	1.09	0.99	1.05
0.78	1.16	1.2	0.96	1.71
0.93	0.66	1.44	0.73	0.81
0.81	0.7	0.92	0.22	1.06
1.83	2	3.89	1.63	2
1.47	2.27	1.11	1.06	1.24
1.03	1.81	3.02	1.94	1.47
1.43	0.89	1.93	0.95	2.52
2.04	1.95	1.91	1.38	1.5
5.27	0.85	1.37	0.38	0.76
3.64	0.76	0.51	0.63	0.96
1.52	1.48	0.52	1.21	0.98
1.5	0.99	0.85	0.76	0.98
0.91	1.61	0.99	1.27	0.7
0.91	1.99	2.07	1.52	1.26
1.48	1.37	1.46	1.21	1.36
6.32	6.8	1.77	1.12	3.53
0.47	0.45	0.35	0.12	0.43
1.7	1.05	4.03	1.34	0.87
0.85	0.58	0.82	0.85	1.01
2.1	3.1	2.4	1.47	1.85
1.37	0.81	1.44	2.4	0.73
1.07	0.6	0.4	0.65	1.16
1.11	1.94	1.13	0.78	0.7
1.47	1.33	1.25	0.82	2.21
1.32	2.08	0.84	1.3	1.17
2.56	4.87	7.22	6.31	2.05
0.84	0.66	1.72	0.74	1.01
0.86	0.69	2.65	0.98	1.69
2.38	4.2	4.39	5.05	1.7
2.06	2.42	3.08	1.45	0.88
0.79	1.95	1.49	0.87	1.17
1.26	1.23	1.21	0.6	1.19
1.05	1.99	0.92	1.27	1.34
2.6	2.21	0.83	1.1	1.09
1.33	0.66	7.28	5.85	3.87
1.12	2.15	2.64	1.36	3.85
1.12	1.35	1.15	1.3	2.09
0.63	0.76	0.87	0.59	0.6
1.41	0.64	2.54	1.85	0.92
1.58	2.48	2.28	1.13	0.98
3.05	3.06	2.01	2.23	2.34
0.76	0.73	1.02	0.92	0.98
2.81	13.81	30.74	8.81	5.81
1.8	1.96	2.62	1.25	1.06
0.81	1.14	0.99	0.62	0.67
0.3	0.98	0.75	0.76	1.12
2.34	2.25	1.48	0.82	0.96
2.31	1.34	1.48	1.16	1.63
1.15	1.37	2.28	1.1	2.84
1.17	2.1	0.6	0.3	1.92
1.14	1.9	1.7	1.55	1.63
1.8	5.05	1.1	0.53	1.29
1.87	2.51	1.24	1.25	2.36
1.57	1.25	1.43	1.17	1.5
1.19	1.51	2.17	1.31	1.89
2.06	2.9	1.67	2.06	0.91
1.73	0.83	1.53	1.53	1.19
0.42	0.77	1.03	1.84	0.93
2.02	0.86	1.65	1.35	1.48
0.99	2.61	1.39	1.46	1.27
0.47	1.03	2.65	2.09	1.53
2.11	1.96	1.2	1.85	1.08
1.08	1.53	0.92	1.25	1.37
0.99	0.94	2.14	1.97	1.9
3.3	2.4	2.85	2.76	1.79
1.78	6.84	0.98	0.97	1.64
2.66	3.04	9.09	3.87	3.33
1.5	2.27	0.81	1.33	0.73
2.17	2.79	1.34	0.69	1.54
1.12	1.35	3.47	2.77	1.59
0.54	0.58	0.52	0.28	0.34
1.13	1.49	0.47	0.83	1.24
1.27	1.57	0.71	0.69	0.7
2.29	3.14	3.97	1.15	1.71
0.91	0.13	1.6	0.79	0.51
1.98	1.04	2.93	1.97	1.32
1	1.54	1.23	0.76	1
0.45	0.23	1.99	1.27	0.45
1.11	1.81	3.27	5.55	1.24
2.24	3.62	0.67	0.58	1.15
0.55	0.39	0.65	0.64	1.07
2.39	2.24	1.59	1.43	0.94
1.51	2.62	1.47	1.05	1.84
1.19	0.89	0.69	0.99	1.36
1.39	1.69	3.75	1.13	4.63
2.64	3.16	5.59	4.15	3.54
1.61	2.98	1.37	0.54	1.21
0.98	2.45	3.1	1.19	1.48
1.6	1.32	0.95	0.74	1.22
2.76	3.78	2.44	2.07	1.18
1.02	0.43	0.93	0.22	0.83
1.24	1.01	1.42	1.16	2.12
1.03	1.27	0.65	0.97	1.12
1.26	9.56	9.09	6.74	2.54
0.2	0.72	0.29	0.39	0.64
1.09	0.83	1.5	1.53	0.93
1.29	1.89	1.49	1.46	1.36
0.99	0.95	0.89	0.84	1.26
1.29	2.47	1.44	0.72	1.93
1.22	1.88	1.11	0.77	1.18
0.94	0.49	1.04	1.36	0.52
0.97	0.59	0.95	1.03	0.74
2.32	0.96	0.94	0.75	0.8
1.9	1.88	1.14	0.47	1.74
1.63	1.07	3.21	1.5	1.78
1.73	1.84	2.86	1.04	1.93
1.22	1.22	1.46	0.94	1.09
1.33	0.52	0.91	0.87	0.47
1.04	2.83	2.88	1.44	1.96
0.35	0.5	0.76	1.2	1.12
5.2	24.01	23.65	6.35	6.25
1.85	3.09	1.3	0.93	1.91
1.67	1.21	1.42	1.56	1.25
1.09	0.7	0.76	0.71	1.71
0.82	0.7	0.92	0.81	1.41
1.24	0.92	3.29	1.96	1.27
0.86	1.51	1.24	0.64	1.21
1.74	1.24	1.99	1.55	1.68
1.78	1.17	1.6	2.77	2.84
0.45	1.1	0.34	0.42	0.86
1.58	2.76	0.92	0.78	1.8
7.36	14.6	11.34	11.34	6.71
0.88	3.35	1.22	1.19	0.99
3.41	5.56	1.2	2.85	0.96
1.09	1.61	2.4	1.66	1.07
2.34	2.56	2.94	1.61	2.44
1.19	3.44	2.21	0.8	1.6
1.59	0.92	1.89	1.78	1.17
1.24	1.18	2.21	0.92	1.55
0.75	1.4	1.19	1.33	1.23
3.45	13.25	6.31	1.23	5.39
1.03	1.26	2.42	1.45	1.45
0.61	0.86	0.88	0.64	1.43
2.14	0.76	0.46	0.19	0.78
0.67	0.65	0.79	0.32	1.03
1.19	1.11	1.58	0.79	1.33
1.7	2.9	1.59	1.21	1.78
1.93	1.24	1.05	1.32	1.65
1.22	0.99	1.49	1.35	1.42
1.3	0.86	1.17	1.39	1.15
0.6	0.97	1.35	0.77	0.87
0.98	1.19	0.83	1.26	1.13
5.06	2.84	11.87	1.41	4.78
0.86	0.84	3.11	1.73	0.92
0.32	0.2	0.15	0.25	0.42
1.41	2.88	1.11	0.86	1.71
1.51	1.55	1.11	1.69	1.98
0.34	0.63	0.42	0.74	0.78
0.71	0.84	0.91	0.74	0.99
0.35	0.82	0.63	0.24	0.47
1.64	1.74	1.82	2.89	1.62
0.57	0.94	2.06	0.61	0.87
1.42	2.26	0.77	0.52	0.88
1.56	2.18	1.03	0.87	0.66
1.62	1.06	1.13	1.38	1.52
2.02	2.2	1.55	1.51	1.55
2.23	3.3	9.85	2.5	3
1.39	1.57	4.62	2.42	1.26
0.89	1	0.83	0.56	0.93
1.47	2.77	2.74	4.45	1.55
0.74	2.76	2.22	1.94	1.53
1.15	1.61	1.01	0.83	1.83
1.15	2.47	0.67	0.67	0.59
1.28	1.58	1.67	1.83	1.18
0.91	0.7	1.21	1.16	1.77
3.27	3.34	1.94	2.77	1.74
0.71	1.01	1.42	0.84	0.67
2.19	2.53	2.95	2.76	1.85
0.95	2.48	0.78	0.51	0.89
1.09	1.11	0.78	1.3	1.05
1.3	1.17	1.08	1.66	1.14
1.22	0.94	0.81	0.67	1.39
1.36	1.43	0.93	0.95	0.9
0.78	1.3	1.61	0.93	1.87
1.95	2.5	1.32	3.65	1.88
0.72	0.31	1.31	0.3	1.03
0.84	1.16	1.24	1.28	1.11
0.08	0.21	0.09	0.01	0.22
0.78	0.88	1.26	0.62	1.3
0.55	1.07	2.36	2.03	1.79
